destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000097,v1.0,2026-05-18,heuristic_v1,weak,international destination (Sri Lanka); multi-leg from Kolkata,medium,weak,international destination (Sri Lanka); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Sri Lanka); medical access depends on local context; manual review,unknown,Dec-Apr (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Sri Lanka); medical access depends on local context; manual review
DST2-000098,v1.0,2026-05-18,heuristic_v1,weak,international destination (Sri Lanka); multi-leg from Kolkata,medium,weak,international destination (Sri Lanka); multi-leg from Ranchi,medium,70,medium,medium,medium,high,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Sri Lanka); medical access depends on local context; manual review,unknown,Dec-Apr (verify_current_year),none,none,none,none,no major weather caution,high,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_M: international destination (Sri Lanka); medical access depends on local context; manual review
DST2-000099,v1.0,2026-05-18,heuristic_v1,weak,international destination (Maldives); multi-leg from Kolkata,medium,weak,international destination (Maldives); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Maldives); medical access depends on local context; manual review,unknown,Nov-Apr (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Maldives); medical access depends on local context; manual review
DST2-000100,v1.0,2026-05-18,heuristic_v1,weak,international destination (Maldives); multi-leg from Kolkata,medium,weak,international destination (Maldives); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Maldives); medical access depends on local context; manual review,unknown,Nov-Apr (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Maldives); medical access depends on local context; manual review
DST2-000101,v1.0,2026-05-18,heuristic_v1,weak,international destination (Mauritius); multi-leg from Kolkata,medium,weak,international destination (Mauritius); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Mauritius); medical access depends on local context; manual review,unknown,May-Dec (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Mauritius); medical access depends on local context; manual review
DST2-000102,v1.0,2026-05-18,heuristic_v1,weak,international destination (Seychelles); multi-leg from Kolkata,medium,weak,international destination (Seychelles); multi-leg from Ranchi,medium,25,low,low_medium,low_medium,medium,"access=hard; medical=unknown; cautions=ferry_schedule,long_road_transfer,passport,visa_rules",very_high,long_road_transfer;high_road_difficulty;ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Seychelles); medical access depends on local context; manual review,unknown,Apr-May;Oct-Nov (verify_current_year),none,none,none,none,no major weather caution,high,broad,hard,ferry_schedule_check;long_road_transfer_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_M: international destination (Seychelles); medical access depends on local context; manual review
DST2-000103,v1.0,2026-05-18,heuristic_v1,weak,international destination (United Arab Emirates); multi-leg from Kolkata,medium,weak,international destination (United Arab Emirates); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (United Arab Emirates); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (United Arab Emirates); medical access depends on local context; manual review
DST2-000104,v1.0,2026-05-18,heuristic_v1,weak,international destination (United Arab Emirates); multi-leg from Kolkata,medium,weak,international destination (United Arab Emirates); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (United Arab Emirates); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (United Arab Emirates); medical access depends on local context; manual review
DST2-000105,v1.0,2026-05-18,heuristic_v1,weak,international destination (United Arab Emirates); multi-leg from Kolkata,medium,weak,international destination (United Arab Emirates); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=heat,passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (United Arab Emirates); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,avoid,none,none,heat:avoid,high,broad,moderate,heat_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (United Arab Emirates); medical access depends on local context; manual review
DST2-000106,v1.0,2026-05-18,heuristic_v1,weak,international destination (Qatar); multi-leg from Kolkata,medium,weak,international destination (Qatar); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Qatar); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Qatar); medical access depends on local context; manual review
DST2-000107,v1.0,2026-05-18,heuristic_v1,weak,international destination (Oman); multi-leg from Kolkata,medium,weak,international destination (Oman); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Oman); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Oman); medical access depends on local context; manual review
DST2-000108,v1.0,2026-05-18,heuristic_v1,weak,international destination (Oman); multi-leg from Kolkata,medium,weak,international destination (Oman); multi-leg from Ranchi,medium,50,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=monsoon,passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required;seasonal_closure,international_visa_or_passport_required_check_current_rules,unknown,international destination (Oman); medical access depends on local context; manual review,unknown,Jun-Sep;Nov-Feb (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Oman); medical access depends on local context; manual review
DST2-000109,v1.0,2026-05-18,heuristic_v1,weak,international destination (Thailand); multi-leg from Kolkata,medium,weak,international destination (Thailand); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Thailand); medical access depends on local context; manual review,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Thailand); medical access depends on local context; manual review
DST2-000110,v1.0,2026-05-18,heuristic_v1,weak,international destination (Thailand); multi-leg from Kolkata,medium,weak,international destination (Thailand); multi-leg from Ranchi,medium,60,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Thailand); medical access depends on local context; manual review,unknown,Nov-Apr (verify_current_year),none,none,none,none,no major weather caution,high,broad,easy,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Thailand); medical access depends on local context; manual review
DST2-000111,v1.0,2026-05-18,heuristic_v1,weak,international destination (Thailand); multi-leg from Kolkata,medium,weak,international destination (Thailand); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Thailand); medical access depends on local context; manual review,unknown,Nov-Apr (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Thailand); medical access depends on local context; manual review
DST2-000112,v1.0,2026-05-18,heuristic_v1,weak,international destination (Thailand); multi-leg from Kolkata,medium,weak,international destination (Thailand); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Thailand); medical access depends on local context; manual review,unknown,Dec-Aug (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Thailand); medical access depends on local context; manual review
DST2-000113,v1.0,2026-05-18,heuristic_v1,weak,international destination (Thailand); multi-leg from Kolkata,medium,weak,international destination (Thailand); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Thailand); medical access depends on local context; manual review,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Thailand); medical access depends on local context; manual review
DST2-000114,v1.0,2026-05-18,heuristic_v1,weak,international destination (Singapore); multi-leg from Kolkata,medium,weak,international destination (Singapore); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Singapore); medical access depends on local context; manual review,unknown,Feb-Apr;Jul-Sep (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Singapore); medical access depends on local context; manual review
DST2-000115,v1.0,2026-05-18,heuristic_v1,weak,international destination (Singapore); multi-leg from Kolkata,medium,weak,international destination (Singapore); multi-leg from Ranchi,medium,60,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Singapore); medical access depends on local context; manual review,unknown,Feb-Apr;Jul-Sep (verify_current_year),none,none,none,none,no major weather caution,high,broad,easy,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Singapore); medical access depends on local context; manual review
DST2-000116,v1.0,2026-05-18,heuristic_v1,weak,international destination (Malaysia); multi-leg from Kolkata,medium,weak,international destination (Malaysia); multi-leg from Ranchi,medium,70,medium,medium,medium,medium,"access=easy; medical=unknown; cautions=passport,visa_rules",low,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Malaysia); medical access depends on local context; manual review,unknown,May-Jul;Dec-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Malaysia); medical access depends on local context; manual review
DST2-000117,v1.0,2026-05-18,heuristic_v1,weak,international destination (Malaysia); multi-leg from Kolkata,medium,weak,international destination (Malaysia); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Malaysia); medical access depends on local context; manual review,unknown,Nov-Mar (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Malaysia); medical access depends on local context; manual review
DST2-000118,v1.0,2026-05-18,heuristic_v1,weak,international destination (Malaysia); multi-leg from Kolkata,medium,weak,international destination (Malaysia); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Malaysia); medical access depends on local context; manual review,unknown,Dec-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Malaysia); medical access depends on local context; manual review
DST2-000119,v1.0,2026-05-18,heuristic_v1,weak,international destination (Indonesia); multi-leg from Kolkata,medium,weak,international destination (Indonesia); multi-leg from Ranchi,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=ferry_schedule,passport,visa_rules",medium,ferry_dependent;multi_leg,multi_leg,high,visa_required;ferry_schedule;weather_critical,international_visa_or_passport_required_check_current_rules,unknown,international destination (Indonesia); medical access depends on local context; manual review,unknown,Apr-Oct (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,ferry_schedule_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: international destination (Indonesia); medical access depends on local context; manual review
DST2-000120,v1.0,2026-05-18,heuristic_v1,weak,international destination (Indonesia); multi-leg from Kolkata,medium,weak,international destination (Indonesia); multi-leg from Ranchi,medium,55,medium,medium,medium,high,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Indonesia); medical access depends on local context; manual review,unknown,Apr-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary | queued_for_batch_M: international destination (Indonesia); medical access depends on local context; manual review
DST2-000121,v1.0,2026-05-18,heuristic_v1,weak,international destination (Vietnam); multi-leg from Kolkata,medium,weak,international destination (Vietnam); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Vietnam); medical access depends on local context; manual review,unknown,Oct-Apr (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Vietnam); medical access depends on local context; manual review
DST2-000122,v1.0,2026-05-18,heuristic_v1,weak,international destination (Vietnam); multi-leg from Kolkata,medium,weak,international destination (Vietnam); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Vietnam); medical access depends on local context; manual review,unknown,Dec-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Vietnam); medical access depends on local context; manual review
DST2-000123,v1.0,2026-05-18,heuristic_v1,weak,international destination (Vietnam); multi-leg from Kolkata,medium,weak,international destination (Vietnam); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Vietnam); medical access depends on local context; manual review,unknown,Feb-Aug (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Vietnam); medical access depends on local context; manual review
DST2-000124,v1.0,2026-05-18,heuristic_v1,weak,international destination (Vietnam); multi-leg from Kolkata,medium,weak,international destination (Vietnam); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Vietnam); medical access depends on local context; manual review,unknown,Feb-Aug (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Vietnam); medical access depends on local context; manual review
DST2-000125,v1.0,2026-05-18,heuristic_v1,weak,international destination (Vietnam); multi-leg from Kolkata,medium,weak,international destination (Vietnam); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Vietnam); medical access depends on local context; manual review,unknown,Feb-Aug (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Vietnam); medical access depends on local context; manual review
DST2-000126,v1.0,2026-05-18,heuristic_v1,weak,international destination (Cambodia); multi-leg from Kolkata,medium,weak,international destination (Cambodia); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Cambodia); medical access depends on local context; manual review,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Cambodia); medical access depends on local context; manual review
DST2-000127,v1.0,2026-05-18,heuristic_v1,weak,international destination (Cambodia); multi-leg from Kolkata,medium,weak,international destination (Cambodia); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Cambodia); medical access depends on local context; manual review,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Cambodia); medical access depends on local context; manual review
DST2-000128,v1.0,2026-05-18,heuristic_v1,weak,international destination (Laos); multi-leg from Kolkata,medium,weak,international destination (Laos); multi-leg from Ranchi,medium,35,low_medium,low_medium,low_medium,medium,"access=hard; medical=unknown; cautions=long_road_transfer,passport,visa_rules",very_high,long_road_transfer;high_road_difficulty;multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Laos); medical access depends on local context; manual review,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,hard,long_road_transfer_check;passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_M: international destination (Laos); medical access depends on local context; manual review
DST2-000129,v1.0,2026-05-18,heuristic_v1,weak,international destination (Azerbaijan); multi-leg from Kolkata,medium,weak,international destination (Azerbaijan); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Azerbaijan); medical access depends on local context; manual review,unknown,Apr-Jun;Sep-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Azerbaijan); medical access depends on local context; manual review
DST2-000130,v1.0,2026-05-18,heuristic_v1,weak,international destination (Georgia); multi-leg from Kolkata,medium,weak,international destination (Georgia); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Georgia); medical access depends on local context; manual review,unknown,May-Jun;Sep-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Georgia); medical access depends on local context; manual review
DST2-000131,v1.0,2026-05-18,heuristic_v1,weak,international destination (Armenia); multi-leg from Kolkata,medium,weak,international destination (Armenia); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Armenia); medical access depends on local context; manual review,unknown,May-Jun;Sep-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Armenia); medical access depends on local context; manual review
DST2-000132,v1.0,2026-05-18,heuristic_v1,weak,international destination (Kazakhstan); multi-leg from Kolkata,medium,weak,international destination (Kazakhstan); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Kazakhstan); medical access depends on local context; manual review,unknown,May-Sep;Dec-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Kazakhstan); medical access depends on local context; manual review
DST2-000133,v1.0,2026-05-18,heuristic_v1,weak,international destination (Uzbekistan); multi-leg from Kolkata,medium,weak,international destination (Uzbekistan); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Uzbekistan); medical access depends on local context; manual review,unknown,Apr-May;Sep-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Uzbekistan); medical access depends on local context; manual review
DST2-000134,v1.0,2026-05-18,heuristic_v1,weak,international destination (Uzbekistan); multi-leg from Kolkata,medium,weak,international destination (Uzbekistan); multi-leg from Ranchi,medium,55,medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=passport,visa_rules",medium,multi_leg,multi_leg,medium,visa_required,international_visa_or_passport_required_check_current_rules,unknown,international destination (Uzbekistan); medical access depends on local context; manual review,unknown,Apr-May;Sep-Oct (verify_current_year),none,none,none,none,no major weather caution,medium,broad,moderate,passport_check;visa_rules_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: international destination (Uzbekistan); medical access depends on local context; manual review
DST2-000135,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
