destination_master_id,source_layer,source_id,source_file,canonical_name,alias_names,country,macro_region,state_or_area,district_or_area,destination_scale,location_type,vibe_1,vibe_2,vibe_3,trip_style_tags,context_tags,caution_tags,budget_band,family_suitability,access_complexity,best_season_hint,verification_status,promotion_status,planner_use_status,source_confidence,source_notes,normalisation_notes,master_notes
DST2-000093,seed,DST-0093,datasets/reference/india_region_destinations_seed.csv,Thimphu,,Bhutan,Near India,Bhutan,,unknown,mountain_capital,culture,mountains,slow_travel,,,,premium,medium,moderate,Mar-May;Sep-Nov,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000094,seed,DST-0094,datasets/reference/india_region_destinations_seed.csv,Paro,,Bhutan,Near India,Bhutan,,unknown,mountain_valley,monastery,mountains,culture,,,,premium,medium,moderate,Mar-May;Sep-Nov,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000095,seed,DST-0095,datasets/reference/india_region_destinations_seed.csv,Colombo,,Sri Lanka,Near India,Sri Lanka,,unknown,coastal_capital,food,culture,coast,,,,mid,high,easy,Dec-Apr;Jul-Sep,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000096,seed,DST-0096,datasets/reference/india_region_destinations_seed.csv,Kandy,,Sri Lanka,Near India,Sri Lanka,,city,hill_heritage_city,culture,hills,heritage,,,,mid,medium,moderate,Dec-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000097,seed,DST-0097,datasets/reference/india_region_destinations_seed.csv,Galle,,Sri Lanka,Near India,Sri Lanka,,town,coastal_heritage_town,coast,heritage,slow_travel,,,,mid_premium,high,moderate,Dec-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000098,seed,DST-0098,datasets/reference/india_region_destinations_seed.csv,Bentota,,Sri Lanka,Near India,Sri Lanka,,resort_zone,beach_resort,beach,resort,family,,,,mid_premium,high,easy,Dec-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000099,seed,DST-0099,datasets/reference/india_region_destinations_seed.csv,Maldives Resort Islands,,Maldives,Indian Ocean,Maldives,,island,island_resort,beach,luxury,resort,,,,premium,high,moderate,Nov-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000100,seed,DST-0100,datasets/reference/india_region_destinations_seed.csv,Maafushi,,Maldives,Indian Ocean,Maldives,,island,local_island,beach,budget,water,,,,mid,medium,moderate,Nov-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000101,seed,DST-0101,datasets/reference/india_region_destinations_seed.csv,Mauritius,,Mauritius,Indian Ocean,Mauritius,,island,island_resort,beach,resort,family,,,,premium,high,moderate,May-Dec,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000102,seed,DST-0102,datasets/reference/india_region_destinations_seed.csv,Seychelles,,Seychelles,Indian Ocean,Seychelles,,island,island_resort,beach,luxury,nature,,,,premium,medium,hard,Apr-May;Oct-Nov,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000103,seed,DST-0103,datasets/reference/india_region_destinations_seed.csv,Dubai,,United Arab Emirates,Middle East,UAE,,city,global_city,shopping,luxury,family,,,,mid_premium,high,easy,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000104,seed,DST-0104,datasets/reference/india_region_destinations_seed.csv,Abu Dhabi,,United Arab Emirates,Middle East,UAE,,city,global_city,culture,theme_parks,luxury,,,,mid_premium,high,easy,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000105,seed,DST-0105,datasets/reference/india_region_destinations_seed.csv,Ras Al Khaimah,,United Arab Emirates,Middle East,UAE,,unknown,desert_beach_emirate,resort,desert,adventure,,,,mid_premium,high,moderate,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000106,seed,DST-0106,datasets/reference/india_region_destinations_seed.csv,Doha,,Qatar,Middle East,Qatar,,city,global_city,culture,museums,stopover,,,,mid_premium,high,easy,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000107,seed,DST-0107,datasets/reference/india_region_destinations_seed.csv,Muscat,,Oman,Middle East,Oman,,unknown,coastal_capital,coast,mountains,culture,,,,mid_premium,high,moderate,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000108,seed,DST-0108,datasets/reference/india_region_destinations_seed.csv,Salalah,,Oman,Middle East,Oman,,region,coastal_region,monsoon,nature,coast,,,,mid_premium,medium,moderate,Jun-Sep;Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000109,seed,DST-0109,datasets/reference/india_region_destinations_seed.csv,Bangkok,,Thailand,Southeast Asia,Thailand,,city,global_city,food,shopping,nightlife,,,,mid,medium,easy,Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000110,seed,DST-0110,datasets/reference/india_region_destinations_seed.csv,Phuket,,Thailand,Southeast Asia,Thailand,,island,island_resort,beach,resort,family,,,,mid_premium,high,easy,Nov-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000111,seed,DST-0111,datasets/reference/india_region_destinations_seed.csv,Krabi,,Thailand,Southeast Asia,Thailand,,region,beach_region,beach,limestone,relaxation,,,,mid,high,moderate,Nov-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000112,seed,DST-0112,datasets/reference/india_region_destinations_seed.csv,Koh Samui,,Thailand,Southeast Asia,Thailand,,island,island_resort,beach,resort,wellness,,,,premium,high,moderate,Dec-Aug,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000113,seed,DST-0113,datasets/reference/india_region_destinations_seed.csv,Chiang Mai,,Thailand,Southeast Asia,Thailand,,city,northern_city,culture,food,mountains,,,,mid,medium,moderate,Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000114,seed,DST-0114,datasets/reference/india_region_destinations_seed.csv,Singapore,,Singapore,Southeast Asia,Singapore,,city,global_city,family,urban,food,,,,premium,high,easy,Feb-Apr;Jul-Sep,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000115,seed,DST-0115,datasets/reference/india_region_destinations_seed.csv,Sentosa,,Singapore,Southeast Asia,Singapore,,island,island_resort_district,theme_parks,family,resort,,,,premium,high,easy,Feb-Apr;Jul-Sep,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000116,seed,DST-0116,datasets/reference/india_region_destinations_seed.csv,Kuala Lumpur,,Malaysia,Southeast Asia,Malaysia,,city,global_city,food,shopping,family,,,,mid,high,easy,May-Jul;Dec-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000117,seed,DST-0117,datasets/reference/india_region_destinations_seed.csv,Langkawi,,Malaysia,Southeast Asia,Malaysia,,island,island_resort,beach,family,nature,,,,mid,high,moderate,Nov-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000118,seed,DST-0118,datasets/reference/india_region_destinations_seed.csv,Penang,,Malaysia,Southeast Asia,Malaysia,,island,island_heritage_city,food,heritage,beach,,,,mid,high,moderate,Dec-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000119,seed,DST-0119,datasets/reference/india_region_destinations_seed.csv,Bali,,Indonesia,Southeast Asia,Indonesia,,island,island_region,beach,culture,villa,,,,mid_premium,high,moderate,Apr-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000120,seed,DST-0120,datasets/reference/india_region_destinations_seed.csv,Ubud,,Indonesia,Southeast Asia,Indonesia,,town,culture_hill_town,wellness,culture,nature,,,,mid_premium,medium,moderate,Apr-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000121,seed,DST-0121,datasets/reference/india_region_destinations_seed.csv,Hanoi,,Vietnam,Southeast Asia,Vietnam,,unknown,heritage_capital,culture,food,heritage,,,,mid,medium,moderate,Oct-Apr,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000122,seed,DST-0122,datasets/reference/india_region_destinations_seed.csv,Ho Chi Minh City,,Vietnam,Southeast Asia,Vietnam,,city,metro_city,food,history,urban,,,,mid,medium,moderate,Dec-Mar,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000123,seed,DST-0123,datasets/reference/india_region_destinations_seed.csv,Da Nang,,Vietnam,Southeast Asia,Vietnam,,city,coastal_city,beach,family,gateway,,,,mid,high,moderate,Feb-Aug,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000124,seed,DST-0124,datasets/reference/india_region_destinations_seed.csv,Hoi An,,Vietnam,Southeast Asia,Vietnam,,town,heritage_town,heritage,food,slow_travel,,,,mid,high,moderate,Feb-Aug,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000125,seed,DST-0125,datasets/reference/india_region_destinations_seed.csv,Nha Trang,,Vietnam,Southeast Asia,Vietnam,,city,beach_city,beach,resort,coast,,,,mid,medium,moderate,Feb-Aug,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000126,seed,DST-0126,datasets/reference/india_region_destinations_seed.csv,Siem Reap,,Cambodia,Southeast Asia,Cambodia,,unknown,heritage_gateway,temples,heritage,culture,,,,mid,medium,moderate,Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000127,seed,DST-0127,datasets/reference/india_region_destinations_seed.csv,Phnom Penh,,Cambodia,Southeast Asia,Cambodia,,city,capital_city,history,culture,food,,,,mid,medium,moderate,Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000128,seed,DST-0128,datasets/reference/india_region_destinations_seed.csv,Luang Prabang,,Laos,Southeast Asia,Laos,,town,heritage_town,slow_travel,culture,river,,,,mid,medium,hard,Nov-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000129,seed,DST-0129,datasets/reference/india_region_destinations_seed.csv,Baku,,Azerbaijan,West Asia,Azerbaijan,,city,city,city,culture,architecture,,,,mid,medium,moderate,Apr-Jun;Sep-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000130,seed,DST-0130,datasets/reference/india_region_destinations_seed.csv,Tbilisi,,Georgia,Caucasus,Georgia,,city,city,culture,food,mountains,,,,mid,medium,moderate,May-Jun;Sep-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000131,seed,DST-0131,datasets/reference/india_region_destinations_seed.csv,Yerevan,,Armenia,Caucasus,Armenia,,city,city,culture,history,mountains,,,,mid,medium,moderate,May-Jun;Sep-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000132,seed,DST-0132,datasets/reference/india_region_destinations_seed.csv,Almaty,,Kazakhstan,Central Asia,Kazakhstan,,city,mountain_city,mountains,city,nature,,,,mid,medium,moderate,May-Sep;Dec-Feb,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000133,seed,DST-0133,datasets/reference/india_region_destinations_seed.csv,Tashkent,,Uzbekistan,Central Asia,Uzbekistan,,city,city,history,culture,silk_route,,,,mid,medium,moderate,Apr-May;Sep-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000134,seed,DST-0134,datasets/reference/india_region_destinations_seed.csv,Samarkand,,Uzbekistan,Central Asia,Uzbekistan,,city,heritage_city,heritage,architecture,culture,,,,mid,medium,moderate,Apr-May;Sep-Oct,seed_unverified,enrichment_pending,needs_verification,none,seed row promoted into master v2; not source verified,,initial seed promotion
DST2-000135,normalized_candidate,CAND-0001,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Neemrana,,India,North India,Rajasthan,Alwar,town,heritage_town,heritage,forts,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts;vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000136,normalized_candidate,CAND-0002,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bikaner,,India,North India,Rajasthan,Bikaner,city,heritage_city,heritage,desert,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000137,normalized_candidate,CAND-0003,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mount Abu,,India,North India,Rajasthan,Sirohi,town,hill_station,hills,spiritual,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000138,normalized_candidate,CAND-0004,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chittorgarh,,India,North India,Rajasthan,Chittorgarh,town,fort_town,heritage,forts,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts,initial normalized candidate promotion
DST2-000139,normalized_candidate,CAND-0005,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kumbhalgarh,,India,North India,Rajasthan,Rajsamand,town,fort_town,heritage,forts,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts,initial normalized candidate promotion
DST2-000140,normalized_candidate,CAND-0006,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bundi,,India,North India,Rajasthan,Bundi,town,heritage_town,heritage,slow_travel,architecture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000141,normalized_candidate,CAND-0007,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sariska,,India,North India,Rajasthan,Alwar,park,wildlife_reserve,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000142,normalized_candidate,CAND-0008,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Alwar,,India,North India,Rajasthan,Alwar,city,heritage_city,heritage,forts,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts;vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000143,normalized_candidate,CAND-0009,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ajmer,,India,North India,Rajasthan,Ajmer,city,pilgrim_city,spiritual,culture,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000144,normalized_candidate,CAND-0010,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Nawalgarh,,India,North India,Rajasthan,Jhunjhunu,town,heritage_town,heritage,architecture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000145,normalized_candidate,CAND-0011,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mandawa,,India,North India,Rajasthan,Jhunjhunu,town,heritage_town,heritage,architecture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000146,normalized_candidate,CAND-0012,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Deeg,,India,North India,Rajasthan,Bharatpur,town,heritage_town,palace,heritage,gardens,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000147,normalized_candidate,CAND-0013,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bharatpur,,India,North India,Rajasthan,Bharatpur,site,birding_site,wildlife,birding,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000148,normalized_candidate,CAND-0014,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Shekhawati Region,,India,North India,Rajasthan,Shekhawati,region,heritage_region,heritage,architecture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000149,normalized_candidate,CAND-0015,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sawai Madhopur,,India,North India,Rajasthan,Sawai Madhopur,city,gateway_city,wildlife,family,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000150,normalized_candidate,CAND-0016,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mathura,,India,North India,Uttar Pradesh,Mathura,city,pilgrim_city,spiritual,culture,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000151,normalized_candidate,CAND-0017,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Vrindavan,,India,North India,Uttar Pradesh,Mathura,town,pilgrim_town,spiritual,pilgrimage,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000152,normalized_candidate,CAND-0018,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ayodhya,,India,North India,Uttar Pradesh,Ayodhya,city,pilgrim_city,spiritual,pilgrimage,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000153,normalized_candidate,CAND-0019,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Prayagraj,,India,North India,Uttar Pradesh,Prayagraj,city,spiritual_city,spiritual,history,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000154,normalized_candidate,CAND-0020,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chitrakoot,,India,North India,Uttar Pradesh/MP,Chitrakoot,region,pilgrim_region,spiritual,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000155,normalized_candidate,CAND-0021,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sarnath,,India,North India,Uttar Pradesh,Varanasi,site,heritage_site,buddhist,heritage,spiritual,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000156,normalized_candidate,CAND-0022,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kushinagar,,India,North India,Uttar Pradesh,Kushinagar,site,heritage_site,buddhist,spiritual,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000157,normalized_candidate,CAND-0023,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dudhwa,,India,North India,Uttar Pradesh,Lakhimpur Kheri,park,national_park,wildlife,nature,safari,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000158,normalized_candidate,CAND-0024,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Fatehpur Sikri,,India,North India,Uttar Pradesh,Agra,site,heritage_site,heritage,architecture,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000159,normalized_candidate,CAND-0025,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Noida,,India,North India,Uttar Pradesh,Gautam Buddha Nagar,city,city,urban,business,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000160,normalized_candidate,CAND-0026,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kanpur,,India,North India,Uttar Pradesh,Kanpur,city,city,urban,food,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000161,normalized_candidate,CAND-0027,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Moradabad,,India,North India,Uttar Pradesh,Moradabad,city,city,craft,shopping,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000162,normalized_candidate,CAND-0028,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Aligarh,,India,North India,Uttar Pradesh,Aligarh,city,city,history,education,urban,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000163,normalized_candidate,CAND-0029,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bareilly,,India,North India,Uttar Pradesh,Bareilly,city,city,food,culture,urban,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000164,normalized_candidate,CAND-0030,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Meerut,,India,North India,Uttar Pradesh,Meerut,city,city,history,urban,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000165,normalized_candidate,CAND-0031,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dehradun,,India,North India,Uttarakhand,Dehradun,city,city_gateway,hills,family,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000166,normalized_candidate,CAND-0032,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Auli,,India,North India,Uttarakhand,Chamoli,resort_zone,mountain_resort,snow,ski,mountains,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000167,normalized_candidate,CAND-0033,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chopta,,India,North India,Uttarakhand,Rudraprayag,region,mountain_region,mountains,trekking,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000168,normalized_candidate,CAND-0034,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Lansdowne,,India,North India,Uttarakhand,Pauri Garhwal,town,hill_station,hills,slow_travel,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000169,normalized_candidate,CAND-0035,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ranikhet,,India,North India,Uttarakhand,Almora,town,hill_station,hills,family,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000170,normalized_candidate,CAND-0036,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kausani,,India,North India,Uttarakhand,Bageshwar,town,hill_town,hills,mountains,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000171,normalized_candidate,CAND-0037,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mukteshwar,,India,North India,Uttarakhand,Nainital,town,hill_town,hills,slow_travel,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000172,normalized_candidate,CAND-0038,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Binsar,,India,North India,Uttarakhand,Almora,region,forest_region,forest,hills,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000173,normalized_candidate,CAND-0039,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Almora,,India,North India,Uttarakhand,Almora,town,hill_town,hills,culture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000174,normalized_candidate,CAND-0040,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Valley of Flowers,,India,North India,Uttarakhand,Chamoli,park,national_park,trekking,flowers,mountains,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000175,normalized_candidate,CAND-0041,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kedarnath,,India,North India,Uttarakhand,Rudraprayag,region,pilgrim_region,spiritual,mountains,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000176,normalized_candidate,CAND-0042,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Badrinath,,India,North India,Uttarakhand,Chamoli,town,pilgrim_town,spiritual,mountains,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000177,normalized_candidate,CAND-0043,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Yamunotri,,India,North India,Uttarakhand,Uttarkashi,region,pilgrim_region,spiritual,mountains,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000178,normalized_candidate,CAND-0044,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gangotri,,India,North India,Uttarakhand,Uttarkashi,region,pilgrim_region,spiritual,mountains,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000179,normalized_candidate,CAND-0045,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tehri,,India,North India,Uttarakhand,Tehri Garhwal,region,lake_region,lakes,hills,adventure,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000180,normalized_candidate,CAND-0046,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kasol,,India,North India,Himachal Pradesh,Kullu,town,hill_town,hills,slow_travel,trekking,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
